Node,Keyword
24/2147,Editorial
44/3507,Neural
24/2147,Neural
44/3507,Processing
24/2147,Processing
44/3507,Letters
24/2147,Letters
44/3507,Special
24/2147,Special
44/3507,Issue
24/2147,Issue
44/3507,Neural
24/2147,Neural
44/3507,Networks
24/2147,Networks
44/3507,Vision
24/2147,Vision
44/3507,Robotics
24/2147,Robotics
44/3507,Editorial
79/6988,Editorial
44/3507,Neural
79/6988,Neural
44/3507,Processing
79/6988,Processing
44/3507,Letters
79/6988,Letters
44/3507,Special
79/6988,Special
44/3507,Issue
79/6988,Issue
44/3507,Neural
79/6988,Neural
44/3507,Networks
79/6988,Networks
44/3507,Vision
79/6988,Vision
44/3507,Robotics
79/6988,Robotics
44/3507,Editorial
61/4009,Editorial
44/3507,Neural
61/4009,Neural
44/3507,Processing
61/4009,Processing
44/3507,Letters
61/4009,Letters
44/3507,Special
61/4009,Special
44/3507,Issue
61/4009,Issue
44/3507,Neural
61/4009,Neural
44/3507,Networks
61/4009,Networks
44/3507,Vision
61/4009,Vision
44/3507,Robotics
61/4009,Robotics
25/1735,Editorial
24/2147,Editorial
25/1735,Neural
24/2147,Neural
25/1735,Processing
24/2147,Processing
25/1735,Letters
24/2147,Letters
25/1735,Special
24/2147,Special
25/1735,Issue
24/2147,Issue
25/1735,Neural
24/2147,Neural
25/1735,Networks
24/2147,Networks
25/1735,Vision
24/2147,Vision
25/1735,Robotics
24/2147,Robotics
25/1735,Editorial
79/6988,Editorial
25/1735,Neural
79/6988,Neural
25/1735,Processing
79/6988,Processing
25/1735,Letters
79/6988,Letters
25/1735,Special
79/6988,Special
25/1735,Issue
79/6988,Issue
25/1735,Neural
79/6988,Neural
25/1735,Networks
79/6988,Networks
25/1735,Vision
79/6988,Vision
25/1735,Robotics
79/6988,Robotics
25/1735,Editorial
61/4009,Editorial
25/1735,Neural
61/4009,Neural
25/1735,Processing
61/4009,Processing
25/1735,Letters
61/4009,Letters
25/1735,Special
61/4009,Special
25/1735,Issue
61/4009,Issue
25/1735,Neural
61/4009,Neural
25/1735,Networks
61/4009,Networks
25/1735,Vision
61/4009,Vision
25/1735,Robotics
61/4009,Robotics
24/2147,Editorial
79/6988,Editorial
24/2147,Neural
79/6988,Neural
24/2147,Processing
79/6988,Processing
24/2147,Letters
79/6988,Letters
24/2147,Special
79/6988,Special
24/2147,Issue
79/6988,Issue
24/2147,Neural
79/6988,Neural
24/2147,Networks
79/6988,Networks
24/2147,Vision
79/6988,Vision
24/2147,Robotics
79/6988,Robotics
24/2147,Editorial
61/4009,Editorial
24/2147,Neural
61/4009,Neural
24/2147,Processing
61/4009,Processing
24/2147,Letters
61/4009,Letters
24/2147,Special
61/4009,Special
24/2147,Issue
61/4009,Issue
24/2147,Neural
61/4009,Neural
24/2147,Networks
61/4009,Networks
24/2147,Vision
61/4009,Vision
24/2147,Robotics
61/4009,Robotics
79/6988,Editorial
61/4009,Editorial
79/6988,Neural
61/4009,Neural
79/6988,Processing
61/4009,Processing
79/6988,Letters
61/4009,Letters
79/6988,Special
61/4009,Special
79/6988,Issue
61/4009,Issue
79/6988,Neural
61/4009,Neural
79/6988,Networks
61/4009,Networks
79/6988,Vision
61/4009,Vision
79/6988,Robotics
61/4009,Robotics
69/2253,Corrigendum
69/2253,Feedback
69/2253,associative
69/2253,memory
69/2253,based
69/2253,hybrid
69/2253,model
69/2253,generalized
69/2253,regression
69/2253,self
69/2253,feedback
69/2253,neural
69/2253,networks
69/2253,Neural
69/2253,Netw
02/2544,Neural
49/5637,Neural
02/2544,coordination
49/5637,coordination
02/2544,enhanced
49/5637,enhanced
02/2544,occasional
49/5637,occasional
02/2544,interruption
49/5637,interruption
02/2544,normal
49/5637,normal
02/2544,firing
49/5637,firing
02/2544,patterns
49/5637,patterns
02/2544,self
49/5637,self
02/2544,optimizing
49/5637,optimizing
02/2544,spiking
49/5637,spiking
02/2544,neural
49/5637,neural
02/2544,network
49/5637,network
02/2544,model
49/5637,model
02/2544,Neural
04/5508,Neural
02/2544,coordination
04/5508,coordination
02/2544,enhanced
04/5508,enhanced
02/2544,occasional
04/5508,occasional
02/2544,interruption
04/5508,interruption
02/2544,normal
04/5508,normal
02/2544,firing
04/5508,firing
02/2544,patterns
04/5508,patterns
02/2544,self
04/5508,self
02/2544,optimizing
04/5508,optimizing
02/2544,spiking
04/5508,spiking
02/2544,neural
04/5508,neural
02/2544,network
04/5508,network
02/2544,model
04/5508,model
49/5637,Neural
04/5508,Neural
49/5637,coordination
04/5508,coordination
49/5637,enhanced
04/5508,enhanced
49/5637,occasional
04/5508,occasional
49/5637,interruption
04/5508,interruption
49/5637,normal
04/5508,normal
49/5637,firing
04/5508,firing
49/5637,patterns
04/5508,patterns
49/5637,self
04/5508,self
49/5637,optimizing
04/5508,optimizing
49/5637,spiking
04/5508,spiking
49/5637,neural
04/5508,neural
49/5637,network
04/5508,network
49/5637,model
04/5508,model
91/1037,Synchronization
85/1640,Synchronization
91/1037,Switched
85/1640,Switched
91/1037,Neural
85/1640,Neural
91/1037,Networks
85/1640,Networks
91/1037,Neural
85/1640,Neural
91/1037,Activation
85/1640,Activation
91/1037,Function
85/1640,Function
91/1037,Applications
85/1640,Applications
91/1037,Image
85/1640,Image
91/1037,Encryption
85/1640,Encryption
91/1037,Synchronization
24/647,Synchronization
91/1037,Switched
24/647,Switched
91/1037,Neural
24/647,Neural
91/1037,Networks
24/647,Networks
91/1037,Neural
24/647,Neural
91/1037,Activation
24/647,Activation
91/1037,Function
24/647,Function
91/1037,Applications
24/647,Applications
91/1037,Image
24/647,Image
91/1037,Encryption
24/647,Encryption
91/1037,Synchronization
65/4875,Synchronization
91/1037,Switched
65/4875,Switched
91/1037,Neural
65/4875,Neural
91/1037,Networks
65/4875,Networks
91/1037,Neural
65/4875,Neural
91/1037,Activation
65/4875,Activation
91/1037,Function
65/4875,Function
91/1037,Applications
65/4875,Applications
91/1037,Image
65/4875,Image
91/1037,Encryption
65/4875,Encryption
91/1037,Synchronization
72/4065,Synchronization
91/1037,Switched
72/4065,Switched
91/1037,Neural
72/4065,Neural
91/1037,Networks
72/4065,Networks
91/1037,Neural
72/4065,Neural
91/1037,Activation
72/4065,Activation
91/1037,Function
72/4065,Function
91/1037,Applications
72/4065,Applications
91/1037,Image
72/4065,Image
91/1037,Encryption
72/4065,Encryption
85/1640,Synchronization
24/647,Synchronization
85/1640,Switched
24/647,Switched
85/1640,Neural
24/647,Neural
85/1640,Networks
24/647,Networks
85/1640,Neural
24/647,Neural
85/1640,Activation
24/647,Activation
85/1640,Function
24/647,Function
85/1640,Applications
24/647,Applications
85/1640,Image
24/647,Image
85/1640,Encryption
24/647,Encryption
85/1640,Synchronization
65/4875,Synchronization
85/1640,Switched
65/4875,Switched
85/1640,Neural
65/4875,Neural
85/1640,Networks
65/4875,Networks
85/1640,Neural
65/4875,Neural
85/1640,Activation
65/4875,Activation
85/1640,Function
65/4875,Function
85/1640,Applications
65/4875,Applications
85/1640,Image
65/4875,Image
85/1640,Encryption
65/4875,Encryption
85/1640,Synchronization
72/4065,Synchronization
85/1640,Switched
72/4065,Switched
85/1640,Neural
72/4065,Neural
85/1640,Networks
72/4065,Networks
85/1640,Neural
72/4065,Neural
85/1640,Activation
72/4065,Activation
85/1640,Function
72/4065,Function
85/1640,Applications
72/4065,Applications
85/1640,Image
72/4065,Image
85/1640,Encryption
72/4065,Encryption
24/647,Synchronization
65/4875,Synchronization
24/647,Switched
65/4875,Switched
24/647,Neural
65/4875,Neural
24/647,Networks
65/4875,Networks
24/647,Neural
65/4875,Neural
24/647,Activation
65/4875,Activation
24/647,Function
65/4875,Function
24/647,Applications
65/4875,Applications
24/647,Image
65/4875,Image
24/647,Encryption
65/4875,Encryption
24/647,Synchronization
72/4065,Synchronization
24/647,Switched
72/4065,Switched
24/647,Neural
72/4065,Neural
24/647,Networks
72/4065,Networks
24/647,Neural
72/4065,Neural
24/647,Activation
72/4065,Activation
24/647,Function
72/4065,Function
24/647,Applications
72/4065,Applications
24/647,Image
72/4065,Image
24/647,Encryption
72/4065,Encryption
65/4875,Synchronization
72/4065,Synchronization
65/4875,Switched
72/4065,Switched
65/4875,Neural
72/4065,Neural
65/4875,Networks
72/4065,Networks
65/4875,Neural
72/4065,Neural
65/4875,Activation
72/4065,Activation
65/4875,Function
72/4065,Function
65/4875,Applications
72/4065,Applications
65/4875,Image
72/4065,Image
65/4875,Encryption
72/4065,Encryption
95/3377,Studying
10/5695,Studying
95/3377,Role
10/5695,Role
95/3377,Synchronized
10/5695,Synchronized
95/3377,Chaotic
10/5695,Chaotic
95/3377,Spiking
10/5695,Spiking
95/3377,Neural
10/5695,Neural
95/3377,Ensembles
10/5695,Ensembles
95/3377,Neural
10/5695,Neural
95/3377,Information
10/5695,Information
95/3377,Processing
10/5695,Processing
95/3377,Studying
56/4401-2,Studying
95/3377,Role
56/4401-2,Role
95/3377,Synchronized
56/4401-2,Synchronized
95/3377,Chaotic
56/4401-2,Chaotic
95/3377,Spiking
56/4401-2,Spiking
95/3377,Neural
56/4401-2,Neural
95/3377,Ensembles
56/4401-2,Ensembles
95/3377,Neural
56/4401-2,Neural
95/3377,Information
56/4401-2,Information
95/3377,Processing
56/4401-2,Processing
95/3377,Studying
26/6480,Studying
95/3377,Role
26/6480,Role
95/3377,Synchronized
26/6480,Synchronized
95/3377,Chaotic
26/6480,Chaotic
95/3377,Spiking
26/6480,Spiking
95/3377,Neural
26/6480,Neural
95/3377,Ensembles
26/6480,Ensembles
95/3377,Neural
26/6480,Neural
95/3377,Information
26/6480,Information
95/3377,Processing
26/6480,Processing
10/5695,Studying
56/4401-2,Studying
10/5695,Role
56/4401-2,Role
10/5695,Synchronized
56/4401-2,Synchronized
10/5695,Chaotic
56/4401-2,Chaotic
10/5695,Spiking
56/4401-2,Spiking
10/5695,Neural
56/4401-2,Neural
10/5695,Ensembles
56/4401-2,Ensembles
10/5695,Neural
56/4401-2,Neural
10/5695,Information
56/4401-2,Information
10/5695,Processing
56/4401-2,Processing
10/5695,Studying
26/6480,Studying
10/5695,Role
26/6480,Role
10/5695,Synchronized
26/6480,Synchronized
10/5695,Chaotic
26/6480,Chaotic
10/5695,Spiking
26/6480,Spiking
10/5695,Neural
26/6480,Neural
10/5695,Ensembles
26/6480,Ensembles
10/5695,Neural
26/6480,Neural
10/5695,Information
26/6480,Information
10/5695,Processing
26/6480,Processing
56/4401-2,Studying
26/6480,Studying
56/4401-2,Role
26/6480,Role
56/4401-2,Synchronized
26/6480,Synchronized
56/4401-2,Chaotic
26/6480,Chaotic
56/4401-2,Spiking
26/6480,Spiking
56/4401-2,Neural
26/6480,Neural
56/4401-2,Ensembles
26/6480,Ensembles
56/4401-2,Neural
26/6480,Neural
56/4401-2,Information
26/6480,Information
56/4401-2,Processing
26/6480,Processing
81/6685-8,Design
24/2718,Design
81/6685-8,hybrid
24/2718,hybrid
81/6685-8,radial
24/2718,radial
81/6685-8,basis
24/2718,basis
81/6685-8,function
24/2718,function
81/6685-8,neural
24/2718,neural
81/6685-8,networks
24/2718,networks
81/6685-8,HRBFNNs
24/2718,HRBFNNs
81/6685-8,realized
24/2718,realized
81/6685-8,hybridization
24/2718,hybridization
81/6685-8,fuzzy
24/2718,fuzzy
81/6685-8,clustering
24/2718,clustering
81/6685-8,method
24/2718,method
81/6685-8,polynomial
24/2718,polynomial
81/6685-8,neural
24/2718,neural
81/6685-8,networks
24/2718,networks
81/6685-8,PNNs
24/2718,PNNs
81/6685-8,Design
p/WitoldPedrycz,Design
81/6685-8,hybrid
p/WitoldPedrycz,hybrid
81/6685-8,radial
p/WitoldPedrycz,radial
81/6685-8,basis
p/WitoldPedrycz,basis
81/6685-8,function
p/WitoldPedrycz,function
81/6685-8,neural
p/WitoldPedrycz,neural
81/6685-8,networks
p/WitoldPedrycz,networks
81/6685-8,HRBFNNs
p/WitoldPedrycz,HRBFNNs
81/6685-8,realized
p/WitoldPedrycz,realized
81/6685-8,hybridization
p/WitoldPedrycz,hybridization
81/6685-8,fuzzy
p/WitoldPedrycz,fuzzy
81/6685-8,clustering
p/WitoldPedrycz,clustering
81/6685-8,method
p/WitoldPedrycz,method
81/6685-8,polynomial
p/WitoldPedrycz,polynomial
81/6685-8,neural
p/WitoldPedrycz,neural
81/6685-8,networks
p/WitoldPedrycz,networks
81/6685-8,PNNs
p/WitoldPedrycz,PNNs
24/2718,Design
p/WitoldPedrycz,Design
24/2718,hybrid
p/WitoldPedrycz,hybrid
24/2718,radial
p/WitoldPedrycz,radial
24/2718,basis
p/WitoldPedrycz,basis
24/2718,function
p/WitoldPedrycz,function
24/2718,neural
p/WitoldPedrycz,neural
24/2718,networks
p/WitoldPedrycz,networks
24/2718,HRBFNNs
p/WitoldPedrycz,HRBFNNs
24/2718,realized
p/WitoldPedrycz,realized
24/2718,hybridization
p/WitoldPedrycz,hybridization
24/2718,fuzzy
p/WitoldPedrycz,fuzzy
24/2718,clustering
p/WitoldPedrycz,clustering
24/2718,method
p/WitoldPedrycz,method
24/2718,polynomial
p/WitoldPedrycz,polynomial
24/2718,neural
p/WitoldPedrycz,neural
24/2718,networks
p/WitoldPedrycz,networks
24/2718,PNNs
p/WitoldPedrycz,PNNs
74/3395,neural
65/4423,neural
74/3395,rehabilitation
65/4423,rehabilitation
74/3395,chip
65/4423,chip
74/3395,neural
65/4423,neural
74/3395,recording
65/4423,recording
74/3395,peak
65/4423,peak
74/3395,detection
65/4423,detection
74/3395,spike
65/4423,spike
74/3395,rate
65/4423,rate
74/3395,counter
65/4423,counter
74/3395,biphasic
65/4423,biphasic
74/3395,neural
65/4423,neural
74/3395,stimulator
65/4423,stimulator
74/3395,neural
153/6056,neural
74/3395,rehabilitation
153/6056,rehabilitation
74/3395,chip
153/6056,chip
74/3395,neural
153/6056,neural
74/3395,recording
153/6056,recording
74/3395,peak
153/6056,peak
74/3395,detection
153/6056,detection
74/3395,spike
153/6056,spike
74/3395,rate
153/6056,rate
74/3395,counter
153/6056,counter
74/3395,biphasic
153/6056,biphasic
74/3395,neural
153/6056,neural
74/3395,stimulator
153/6056,stimulator
74/3395,neural
153/5886,neural
74/3395,rehabilitation
153/5886,rehabilitation
74/3395,chip
153/5886,chip
74/3395,neural
153/5886,neural
74/3395,recording
153/5886,recording
74/3395,peak
153/5886,peak
74/3395,detection
153/5886,detection
74/3395,spike
153/5886,spike
74/3395,rate
153/5886,rate
74/3395,counter
153/5886,counter
74/3395,biphasic
153/5886,biphasic
74/3395,neural
153/5886,neural
74/3395,stimulator
153/5886,stimulator
74/3395,neural
12/6129,neural
74/3395,rehabilitation
12/6129,rehabilitation
74/3395,chip
12/6129,chip
74/3395,neural
12/6129,neural
74/3395,recording
12/6129,recording
74/3395,peak
12/6129,peak
74/3395,detection
12/6129,detection
74/3395,spike
12/6129,spike
74/3395,rate
12/6129,rate
74/3395,counter
12/6129,counter
74/3395,biphasic
12/6129,biphasic
74/3395,neural
12/6129,neural
74/3395,stimulator
12/6129,stimulator
65/4423,neural
153/6056,neural
65/4423,rehabilitation
153/6056,rehabilitation
65/4423,chip
153/6056,chip
65/4423,neural
153/6056,neural
65/4423,recording
153/6056,recording
65/4423,peak
153/6056,peak
65/4423,detection
153/6056,detection
65/4423,spike
153/6056,spike
65/4423,rate
153/6056,rate
65/4423,counter
153/6056,counter
65/4423,biphasic
153/6056,biphasic
65/4423,neural
153/6056,neural
65/4423,stimulator
153/6056,stimulator
65/4423,neural
153/5886,neural
65/4423,rehabilitation
153/5886,rehabilitation
65/4423,chip
153/5886,chip
65/4423,neural
153/5886,neural
65/4423,recording
153/5886,recording
65/4423,peak
153/5886,peak
65/4423,detection
153/5886,detection
65/4423,spike
153/5886,spike
65/4423,rate
153/5886,rate
65/4423,counter
153/5886,counter
65/4423,biphasic
153/5886,biphasic
65/4423,neural
153/5886,neural
65/4423,stimulator
153/5886,stimulator
65/4423,neural
12/6129,neural
65/4423,rehabilitation
12/6129,rehabilitation
65/4423,chip
12/6129,chip
65/4423,neural
12/6129,neural
65/4423,recording
12/6129,recording
65/4423,peak
12/6129,peak
65/4423,detection
12/6129,detection
65/4423,spike
12/6129,spike
65/4423,rate
12/6129,rate
65/4423,counter
12/6129,counter
65/4423,biphasic
12/6129,biphasic
65/4423,neural
12/6129,neural
65/4423,stimulator
12/6129,stimulator
153/6056,neural
153/5886,neural
153/6056,rehabilitation
153/5886,rehabilitation
153/6056,chip
153/5886,chip
153/6056,neural
153/5886,neural
153/6056,recording
153/5886,recording
153/6056,peak
153/5886,peak
153/6056,detection
153/5886,detection
153/6056,spike
153/5886,spike
153/6056,rate
153/5886,rate
153/6056,counter
153/5886,counter
153/6056,biphasic
153/5886,biphasic
153/6056,neural
153/5886,neural
153/6056,stimulator
153/5886,stimulator
153/6056,neural
12/6129,neural
153/6056,rehabilitation
12/6129,rehabilitation
153/6056,chip
12/6129,chip
153/6056,neural
12/6129,neural
153/6056,recording
12/6129,recording
153/6056,peak
12/6129,peak
153/6056,detection
12/6129,detection
153/6056,spike
12/6129,spike
153/6056,rate
12/6129,rate
153/6056,counter
12/6129,counter
153/6056,biphasic
12/6129,biphasic
153/6056,neural
12/6129,neural
153/6056,stimulator
12/6129,stimulator
153/5886,neural
12/6129,neural
153/5886,rehabilitation
12/6129,rehabilitation
153/5886,chip
12/6129,chip
153/5886,neural
12/6129,neural
153/5886,recording
12/6129,recording
153/5886,peak
12/6129,peak
153/5886,detection
12/6129,detection
153/5886,spike
12/6129,spike
153/5886,rate
12/6129,rate
153/5886,counter
12/6129,counter
153/5886,biphasic
12/6129,biphasic
153/5886,neural
12/6129,neural
153/5886,stimulator
12/6129,stimulator
141/9730,Comparison
141/9675,Comparison
141/9730,multi
141/9675,multi
141/9730,objective
141/9675,objective
141/9730,evolutionary
141/9675,evolutionary
141/9730,neural
141/9675,neural
141/9730,network
141/9675,network
141/9730,adaptive
141/9675,adaptive
141/9730,neuro
141/9675,neuro
141/9730,fuzzy
141/9675,fuzzy
141/9730,inference
141/9675,inference
141/9730,system
141/9675,system
141/9730,bootstrap
141/9675,bootstrap
141/9730,based
141/9675,based
141/9730,neural
141/9675,neural
141/9730,network
141/9675,network
141/9730,flood
141/9675,flood
141/9730,forecasting
141/9675,forecasting
141/9730,Comparison
128/4845,Comparison
141/9730,multi
128/4845,multi
141/9730,objective
128/4845,objective
141/9730,evolutionary
128/4845,evolutionary
141/9730,neural
128/4845,neural
141/9730,network
128/4845,network
141/9730,adaptive
128/4845,adaptive
141/9730,neuro
128/4845,neuro
141/9730,fuzzy
128/4845,fuzzy
141/9730,inference
128/4845,inference
141/9730,system
128/4845,system
141/9730,bootstrap
128/4845,bootstrap
141/9730,based
128/4845,based
141/9730,neural
128/4845,neural
141/9730,network
128/4845,network
141/9730,flood
128/4845,flood
141/9730,forecasting
128/4845,forecasting
141/9730,Comparison
02/8036,Comparison
141/9730,multi
02/8036,multi
141/9730,objective
02/8036,objective
141/9730,evolutionary
02/8036,evolutionary
141/9730,neural
02/8036,neural
141/9730,network
02/8036,network
141/9730,adaptive
02/8036,adaptive
141/9730,neuro
02/8036,neuro
141/9730,fuzzy
02/8036,fuzzy
141/9730,inference
02/8036,inference
141/9730,system
02/8036,system
141/9730,bootstrap
02/8036,bootstrap
141/9730,based
02/8036,based
141/9730,neural
02/8036,neural
141/9730,network
02/8036,network
141/9730,flood
02/8036,flood
141/9730,forecasting
02/8036,forecasting
141/9730,Comparison
141/9677,Comparison
141/9730,multi
141/9677,multi
141/9730,objective
141/9677,objective
141/9730,evolutionary
141/9677,evolutionary
141/9730,neural
141/9677,neural
141/9730,network
141/9677,network
141/9730,adaptive
141/9677,adaptive
141/9730,neuro
141/9677,neuro
141/9730,fuzzy
141/9677,fuzzy
141/9730,inference
141/9677,inference
141/9730,system
141/9677,system
141/9730,bootstrap
141/9677,bootstrap
141/9730,based
141/9677,based
141/9730,neural
141/9677,neural
141/9730,network
141/9677,network
141/9730,flood
141/9677,flood
141/9730,forecasting
141/9677,forecasting
141/9730,Comparison
141/9646,Comparison
141/9730,multi
141/9646,multi
141/9730,objective
141/9646,objective
141/9730,evolutionary
141/9646,evolutionary
141/9730,neural
141/9646,neural
